Id,SalePrice
1696,281641.84
1697,167855.47
1698,353328.28
1699,321913.34
1700,229819.81
1701,280992.6
1702,271423.6
1703,261961.69
1704,273736.72
1705,226777.62
1706,505692.2
1707,233703.55
1708,222234.62
1709,315136.0
1710,235677.17
1711,244682.12
1712,265828.84
1713,266405.6
1714,223788.17
1715,213605.92
1716,176409.61
1717,170562.92
1718,125333.125
1719,200292.9
1720,241561.42
1721,165087.27
1722,120764.52
1723,154914.08
1724,227685.19
1725,235687.17
1726,182824.95
1727,149509.36
1728,178304.92
1729,152299.55
1730,152877.77
1731,123030.33
1732,133066.53
1733,111226.42
1734,115944.63
1735,139412.06
1736,128363.65
1737,385321.28
1738,211401.8
1739,276043.56
1740,266848.16
1741,225976.16
1742,184729.36
1743,176522.22
1744,282622.47
1745,239553.4
1746,211617.56
1747,225610.78
1748,219547.52
1749,162907.81
1750,142701.97
1751,254061.53
1752,126047.11
1753,168618.06
1754,180559.28
1755,171759.44
1756,129058.625
1757,117069.39
1758,141743.39
1759,155486.84
1760,157105.22
1761,145389.12
1762,172563.14
1763,186633.72
1764,126449.37
1765,177009.77
1766,166549.48
1767,231940.36
1768,155984.47
1769,179610.08
1770,152053.64
1771,138100.62
1772,155231.31
1773,131140.58
1774,137244.88
1775,146577.6
1776,120684.14
1777,119269.375
1778,146470.81
1779,119507.39
1780,194061.53
1781,129757.59
1782,80528.77
1783,141911.84
1784,103214.77
1785,120638.945
1786,171264.17
1787,202079.61
1788,57187.688
1789,94194.22
1790,60615.492
1791,183080.52
1792,150852.17
1793,135923.61
1794,165907.25
1795,130977.08
1796,113630.04
1797,117591.02
1798,126894.43
1799,109846.766
1800,139867.03
1801,124825.26
1802,161948.67
1803,155294.02
1804,154438.48
1805,135387.72
1806,125299.055
1807,128014.64
1808,123228.95
1809,116297.87
1810,143863.78
1811,97569.695
1812,114322.18
1813,114010.305
1814,105038.0
1815,30296.889
1816,100647.164
1817,115357.64
1818,178272.45
1819,124896.44
1820,67665.19
1821,120135.83
1822,159926.31
1823,38874.97
1824,143106.39
1825,127022.0
1826,97721.71
1827,101433.99
1828,128732.59
1829,122352.07
1830,164551.98
1831,131815.8
1832,64944.977
1833,137009.0
1834,126968.836
1835,112701.984
1836,132025.62
1837,73296.63
1838,138817.83
1839,91026.02
1840,132698.16
1841,130430.65
1842,87199.305
1843,127061.336
1844,146875.25
1845,147331.73
1846,153369.55
1847,176627.55
1848,56151.797
1849,108811.234
1850,122557.98
1851,155492.11
1852,127101.195
1853,130385.96
1854,165464.75
1855,144695.38
1856,208362.55
1857,156691.11
1858,139975.84
1859,119390.45
1860,157110.52
1861,124846.27
1862,305477.72
1863,299331.16
1864,299331.16
1865,350737.88
1866,369031.94
1867,226126.28
1868,281070.9
1869,207198.38
1870,238441.89
1871,241158.81
1872,171116.81
1873,255098.31
1874,144796.22
1875,185081.08
1876,211931.66
1877,193256.33
1878,177486.12
1879,127766.83
1880,138376.81
1881,225452.1
1882,246113.06
1883,200120.36
1884,201413.77
1885,247085.88
1886,275337.1
1887,212475.31
1888,243311.95
1889,154820.47
1890,121343.21
1891,129101.27
1892,100197.31
1893,142776.58
1894,110235.836
1895,135933.66
1896,135854.58
1897,110634.84
1898,119923.82
1899,181347.36
1900,137446.66
1901,176738.77
1902,147005.53
1903,233484.4
1904,121179.16
1905,202186.48
1906,140475.84
1907,209003.31
1908,105941.68
1909,131881.47
1910,121323.35
1911,196085.75
1912,303691.28
1913,168842.38
1914,72600.22
1915,307685.66
1916,61990.55
1917,251157.0
1918,148432.64
1919,178883.28
1920,175427.86
1921,412812.25
1922,322365.4
1923,230823.45
1924,225619.67
1925,213841.08
1926,384310.34
1927,152391.3
1928,153715.58
1929,135412.38
1930,140363.12
1931,138704.97
1932,159913.2
1933,177270.44
1934,180126.95
1935,163498.3
1936,184354.5
1937,184433.94
1938,184538.3
1939,254676.28
1940,182167.16
1941,168781.62
1942,184567.38
1943,199898.7
1944,328294.47
1945,405495.3
1946,150566.5
1947,359246.53
1948,159853.92
1949,240589.72
1950,195418.23
1951,218331.53
1952,215794.72
1953,170787.3
1954,182413.38
1955,138403.17
1956,358582.44
1957,163949.98
1958,308822.53
1959,134960.81
1960,123914.79
1961,129101.84
1962,99429.51
1963,109448.68
1964,113210.18
1965,142277.17
1966,143457.75
1967,289365.44
1968,516536.22
1969,422931.1
1970,516007.03
1971,460190.94
1972,365761.84
1973,249059.62
1974,308647.34
1975,555542.5
1976,283923.28
1977,297149.38
1978,371668.34
1979,391836.78
1980,189164.12
1981,408502.97
1982,213518.77
1983,198752.14
1984,159182.75
1985,210811.8
1986,194115.06
1987,177079.56
1988,183609.66
1989,193862.11
1990,222049.69
1991,253809.98
1992,220003.34
1993,174694.9
1994,228267.33
1995,181138.14
1996,224824.62
1997,312408.1
1998,298211.16
1999,254674.39
2000,318149.66
2001,241138.33
2002,231405.2
2003,227060.61
2004,277145.8
2005,211059.27
2006,250472.98
2007,263677.53
2008,243178.89
2009,185001.92
2010,180382.64
2011,141680.48
2012,166812.22
2013,178950.89
2014,186032.73
2015,195133.9
2016,193645.22
2017,195187.75
2018,123601.13
2019,133247.84
2020,107424.74
2021,103063.875
2022,197764.9
2023,135948.8
2024,246897.08
2025,417267.53
2026,176945.98
2027,157253.47
2028,150236.75
2029,169565.64
2030,285907.06
2031,228477.77
2032,273110.8
2033,279607.56
2034,161044.27
2035,231558.89
2036,199809.05
2037,199674.39
2038,277264.5
2039,213983.56
2040,232119.1
2041,237081.36
2042,222821.88
2043,178973.52
2044,149208.31
2045,244622.98
2046,143594.75
2047,147382.52
2048,140058.55
2049,128406.766
2050,177479.28
2051,103325.58
2052,120543.18
2053,148270.39
2054,104922.86
2055,153152.53
2056,149586.45
2057,124917.67
2058,219599.28
2059,133598.12
2060,162658.55
2061,187135.16
2062,130352.695
2063,121574.73
2064,135205.44
2065,125383.164
2066,167290.23
2067,105900.48
2068,131041.06
2069,75550.23
2070,118795.47
2071,97187.15
2072,131934.08
2073,141602.17
2074,185190.72
2075,139791.73
2076,118604.7
2077,158915.84
2078,128559.06
2079,146228.22
2080,128175.59
2081,124554.7
2082,110769.6
2083,149096.83
2084,120731.21
2085,129899.414
2086,151260.84
2087,122494.49
2088,105937.83
2089,67306.63
2090,130915.484
2091,110240.18
2092,122727.15
2093,134779.19
2094,118786.87
2095,134476.52
2096,76233.43
2097,100890.18
2098,141194.1
2099,44189.773
2100,50997.555
2101,119567.47
2102,122033.9
2103,96475.36
2104,131520.11
2105,131338.47
2106,76946.87
2107,219290.94
2108,114086.75
2109,106724.38
2110,130676.48
2111,151014.72
2112,130999.695
2113,104165.45
2114,117541.234
2115,156622.66
2116,117711.06
2117,145296.78
2118,116084.38
2119,111320.96
2120,121752.12
2121,88233.99
2122,123495.695
2123,82134.234
2124,155135.67
2125,141627.11
2126,136357.64
2127,186806.67
2128,137414.1
2129,105874.27
2130,134862.27
2131,155726.38
2132,128608.04
2133,137987.75
2134,114966.89
2135,94773.23
2136,86857.14
2137,109401.875
2138,139716.14
2139,156071.84
2140,135990.66
2141,157412.95
2142,126841.75
2143,156106.03
2144,131642.42
2145,144553.73
2146,182989.38
2147,134346.27
2148,125053.54
2149,153479.28
2150,244184.23
2151,110671.84
2152,170555.67
2153,161429.28
2154,107882.81
2155,129683.25
2156,266113.72
2157,227346.56
2158,235322.61
2159,199901.86
2160,163333.11
2161,215699.2
2162,449376.9
2163,409957.16
2164,243799.22
2165,205395.14
2166,154346.52
2167,216117.33
2168,206305.52
2169,195937.61
2170,223823.67
2171,161860.89
2172,138316.47
2173,178703.78
2174,227540.22
2175,293714.9
2176,287101.56
2177,245544.25
2178,214861.47
2179,139208.67
2180,214093.72
2181,194740.53
2182,218634.38
2183,176217.3
2184,124115.3
2185,119590.65
2186,144103.38
2187,165167.16
2188,155127.98
2189,233970.06
2190,81019.86
2191,73443.38
2192,83400.125
2193,97277.05
2194,100278.29
2195,102834.94
2196,108276.32
2197,124601.72
2198,169557.1
2199,196044.5
2200,152180.83
2201,146060.31
2202,199982.2
2203,141258.16
2204,183632.4
2205,130274.06
2206,148548.55
2207,233099.81
2208,249392.69
2209,221648.23
2210,114093.39
2211,119105.734
2212,116705.05
2213,111318.07
2214,119227.234
2215,97200.44
2216,144866.56
2217,70135.7
2218,93533.06
2219,80242.51
2220,69273.445
2221,315704.75
2222,263267.0
2223,305137.75
2224,216067.61
2225,126259.89
2226,189066.02
2227,191864.38
2228,254522.62
2229,268297.56
2230,174292.67
2231,214598.48
2232,189420.44
2233,172419.58
2234,221214.56
2235,211936.62
2236,286305.4
2237,318835.72
2238,203642.56
2239,112677.55
2240,159170.14
2241,138168.69
2242,128878.305
2243,124287.234
2244,98322.45
2245,100745.164
2246,158067.33
2247,98093.02
2248,120984.56
2249,122815.32
2250,133365.4
2251,142729.17
2252,169372.38
2253,145747.88
2254,181390.95
2255,182818.9
2256,178368.06
2257,192366.39
2258,164948.42
2259,179728.56
2260,190253.14
2261,179534.98
2262,200815.86
2263,336681.3
2264,472699.34
2265,133559.72
2266,327937.0
2267,315678.72
2268,421759.8
2269,149538.6
2270,176510.69
2271,222152.27
2272,196809.1
2273,172616.72
2274,179906.8
2275,169579.03
2276,203734.25
2277,179858.17
2278,147932.89
2279,123571.02
2280,105191.88
2281,182675.22
2282,199185.36
2283,108485.66
2284,107352.805
2285,147065.88
2286,128566.09
2287,359245.06
2288,295837.34
2289,391311.9
2290,476945.97
2291,354619.97
2292,457087.25
2293,591349.3
2294,469229.25
2295,408915.62
2296,289126.9
2297,311303.47
2298,325221.97
2299,406674.34
2300,323908.88
2301,296702.2
2302,230710.6
2303,254283.42
2304,236280.1
2305,187556.53
2306,183244.52
2307,193530.4
2308,216015.62
2309,296764.47
2310,203273.81
2311,194390.89
2312,169868.1
2313,185926.66
2314,156349.34
2315,187126.92
2316,198615.62
2317,190059.9
2318,182602.84
2319,181818.7
2320,197605.19
2321,220956.08
2322,172905.53
2323,179275.72
2324,175938.25
2325,208736.44
2326,165669.16
2327,206849.22
2328,243165.5
2329,175642.55
2330,174443.03
2331,368031.72
2332,388863.47
2333,300682.25
2334,257359.83
2335,245540.77
2336,284447.8
2337,207405.8
2338,284095.75
2339,215858.64
2340,407654.7
2341,210386.62
2342,235579.9
2343,221248.11
2344,222846.75
2345,231611.45
2346,218901.11
2347,191949.22
2348,235168.22
2349,180871.92
2350,323271.1
2351,260805.61
2352,296270.3
2353,270360.53
2354,122663.21
2355,126802.195
2356,160168.08
2357,187292.95
2358,189855.75
2359,141786.03
2360,118552.53
2361,134185.12
2362,272889.22
2363,150747.56
2364,179911.92
2365,218392.14
2366,204586.28
2367,257400.03
2368,208424.06
2369,244465.69
2370,166453.31
2371,174688.42
2372,197288.38
2373,272000.0
2374,285839.38
2375,230636.88
2376,274713.9
2377,424404.28
2378,151028.08
2379,202414.03
2380,158626.34
2381,148587.38
2382,197665.77
2383,220340.5
2384,265062.66
2385,161710.94
2386,134789.19
2387,139300.64
2388,84163.15
2389,127739.89
2390,149563.86
2391,131683.47
2392,126776.78
2393,165042.14
2394,147491.19
2395,197982.8
2396,151359.89
2397,211713.86
2398,137244.83
2399,58004.797
2400,58906.152
2401,107595.61
2402,135419.31
2403,136887.6
2404,154591.97
2405,173153.25
2406,147818.61
2407,123801.88
2408,138801.28
2409,127280.984
2410,150054.89
2411,119819.234
2412,155491.33
2413,139445.67
2414,129868.555
2415,137239.72
2416,122160.15
2417,141609.62
2418,134156.75
2419,150167.27
2420,126427.25
2421,135953.11
2422,127325.75
2423,122912.0
2424,153707.28
2425,225831.28
2426,113991.37
2427,142798.16
2428,182007.94
2429,126482.51
2430,133653.36
2431,110012.31
2432,143125.02
2433,141324.02
2434,131195.28
2435,153293.55
2436,115659.03
2437,105425.41
2438,139483.53
2439,113514.625
2440,126951.99
2441,104451.58
2442,90717.87
2443,136508.75
2444,130907.02
2445,89550.96
2446,167570.25
2447,174535.05
2448,127786.43
2449,120777.64
2450,160261.84
2451,124931.15
2452,229283.06
2453,100745.79
2454,103817.93
2455,103497.51
2456,137794.9
2457,123528.67
2458,114678.555
2459,110508.77
2460,139900.27
2461,127706.06
2462,137071.48
2463,127780.85
2464,212775.14
2465,138908.5
2466,126029.98
2467,136057.53
2468,82133.53
2469,90007.375
2470,154358.64
2471,189644.77
2472,177791.92
2473,105495.29
2474,81950.92
2475,238802.62
2476,115789.01
2477,126994.625
2478,166480.61
2479,112123.72
2480,158763.94
2481,116275.02
2482,125200.91
2483,118486.805
2484,133632.55
2485,127046.86
2486,154527.2
2487,181496.53
2488,157635.8
2489,166213.69
2490,151873.31
2491,105429.27
2492,176372.12
2493,135863.97
2494,132523.66
2495,70901.734
2496,228639.2
2497,155264.73
2498,108575.73
2499,86320.234
2500,125970.42
2501,143429.84
2502,133962.16
2503,90515.73
2504,181717.98
2505,212265.02
2506,254693.45
2507,305518.38
2508,257696.34
2509,219378.38
2510,223740.27
2511,174954.95
2512,216379.83
2513,198214.16
2514,245043.22
2515,160689.92
2516,175022.52
2517,135195.56
2518,156843.08
2519,230531.5
2520,213542.72
2521,190319.64
2522,224492.92
2523,115267.94
2524,138324.53
2525,141994.69
2526,144368.44
2527,123011.14
2528,135282.03
2529,127319.11
2530,122404.58
2531,236711.52
2532,233520.84
2533,199366.6
2534,228141.27
2535,305527.28
2536,232591.17
2537,217040.06
2538,170388.08
2539,184422.98
2540,170481.33
2541,173652.78
2542,171825.58
2543,134945.56
2544,134802.53
2545,136731.6
2546,124292.99
2547,145480.7
2548,130549.734
2549,150509.14
2550,334491.25
2551,144165.06
2552,125991.67
2553,79999.516
2554,97522.27
2555,128070.83
2556,87106.06
2557,109800.8
2558,163619.69
2559,149280.77
2560,135139.42
2561,144252.62
2562,138907.6
2563,156612.58
2564,192037.17
2565,139509.9
2566,178129.03
2567,133169.11
2568,184012.0
2569,196736.7
2570,116651.516
2571,195601.42
2572,136043.72
2573,206227.48
2574,271121.06
2575,121997.055
2576,124147.84
2577,161987.4
2578,96207.734
2579,49024.28
2580,114657.57
2581,131775.22
2582,127780.445
2583,287597.47
2584,175906.66
2585,200272.75
2586,197973.25
2587,187739.61
2588,152030.06
2589,154225.22
2590,213660.1
2591,158720.03
2592,223426.17
2593,279971.5
2594,185292.02
2595,195786.88
2596,294206.47
2597,176165.53
2598,277881.9
2599,313437.53
2600,170626.9
2601,163418.89
2602,80735.27
2603,89557.15
2604,97402.04
2605,77668.02
2606,160078.94
2607,208893.56
2608,199966.7
2609,164412.31
2610,107688.26
2611,101490.766
2612,161938.77
2613,130771.68
2614,135949.98
2615,156905.38
2616,138367.34
2617,175708.98
2618,172643.34
2619,191499.05
2620,181093.73
2621,169674.61
2622,162599.95
2623,238524.08
2624,343587.84
2625,301635.75
2626,172708.89
2627,163006.8
2628,477375.9
2629,458391.88
2630,387842.72
2631,506480.3
2632,457129.47
2633,329536.66
2634,419103.97
2635,158916.42
2636,179703.22
2637,174798.03
2638,260346.73
2639,176476.1
2640,156917.97
2641,108220.17
2642,217384.06
2643,106214.055
2644,127383.79
2645,114709.03
2646,101199.836
2647,109834.695
2648,133473.28
2649,151286.55
2650,143932.1
2651,146105.64
2652,417043.2
2653,265812.28
2654,251110.28
2655,344894.6
2656,332315.7
2657,316615.53
2658,294077.5
2659,289649.16
2660,348077.1
2661,325315.3
2662,326973.94
2663,275600.94
2664,273764.78
2665,353388.2
2666,289310.16
2667,164249.47
2668,173958.77
2669,188006.52
2670,303079.28
2671,180878.4
2672,197471.97
2673,208717.8
2674,202979.6
2675,167769.9
2676,190491.22
2677,191057.44
2678,273864.25
2679,266839.56
2680,275623.44
2681,408474.16
2682,311734.1
2683,534746.06
2684,313136.38
2685,370806.7
2686,264405.5
2687,310196.8
2688,218836.86
2689,209121.98
2690,448820.97
2691,192911.83
2692,124438.1
2693,192057.23
2694,123877.195
2695,192526.06
2696,191477.39
2697,178449.88
2698,186029.0
2699,175673.61
2700,162333.03
2701,162469.44
2702,119338.62
2703,122392.75
2704,137480.53
2705,125692.1
2706,124160.664
2707,142625.6
2708,132085.69
2709,108791.836
2710,125699.64
2711,281153.5
2712,421234.03
2713,165932.95
2714,149156.44
2715,180213.69
2716,153177.77
2717,179318.67
2718,241563.39
2719,166157.27
2720,166891.12
2721,140476.17
2722,157925.3
2723,149171.75
2724,137108.8
2725,139067.69
2726,146168.52
2727,175248.42
2728,162748.58
2729,154889.73
2730,148977.22
2731,131779.86
2732,127103.445
2733,163262.16
2734,175423.03
2735,140419.6
2736,140492.64
2737,126105.27
2738,141692.27
2739,165538.67
2740,139103.6
2741,140442.98
2742,154649.81
2743,139124.05
2744,147208.95
2745,155027.16
2746,132059.77
2747,154312.66
2748,126982.32
2749,121533.23
2750,135612.86
2751,125533.18
2752,178814.31
2753,156335.62
2754,283031.5
2755,132079.56
2756,93495.22
2757,73469.36
2758,81441.34
2759,170328.83
2760,124077.7
2761,164680.33
2762,142119.38
2763,187216.4
2764,146410.12
2765,268874.94
2766,140881.17
2767,88150.41
2768,125208.586
2769,126489.41
2770,149988.08
2771,117646.77
2772,110066.27
2773,182834.25
2774,144299.73
2775,126974.6
2776,138318.95
2777,155497.38
2778,105706.484
2779,152689.12
2780,102326.305
2781,101310.164
2782,80640.875
2783,94425.31
2784,121462.49
2785,146310.1
2786,62342.195
2787,112662.44
2788,74954.086
2789,189043.22
2790,109336.38
2791,130087.984
2792,54152.14
2793,172312.38
2794,94530.79
2795,121428.555
2796,100690.44
2797,197836.28
2798,96872.72
2799,125990.65
2800,55147.855
2801,111625.8
2802,141930.69
2803,141778.61
2804,131151.92
2805,97378.1
2806,70497.55
2807,150332.75
2808,171395.1
2809,139207.56
2810,121456.17
2811,152985.17
2812,156577.42
2813,144715.48
2814,131110.92
2815,92290.0
2816,260141.84
2817,168873.0
2818,134350.86
2819,144544.77
2820,130797.45
2821,112772.836
2822,236266.75
2823,322037.75
2824,199149.94
2825,143564.66
2826,143228.42
2827,122591.22
2828,226861.81
2829,225265.55
2830,222629.6
2831,175105.92
2832,244741.7
2833,280286.66
2834,217454.39
2835,222870.11
2836,211314.36
2837,153471.05
2838,147452.7
2839,179114.08
2840,203073.72
2841,202033.48
2842,228822.53
2843,149948.55
2844,158517.53
2845,121547.98
2846,213475.88
2847,211488.28
2848,213998.8
2849,207150.33
2850,267311.6
2851,224454.92
2852,238376.12
2853,231224.11
2854,140092.72
2855,189471.28
2856,200339.27
2857,190198.08
2858,184420.5
2859,142635.61
2860,126739.08
2861,116811.22
2862,204339.58
2863,121508.45
2864,238231.86
2865,143450.66
2866,137732.52
2867,105875.336
2868,108289.38
2869,118952.555
2870,102627.734
2871,82799.484
2872,54770.773
2873,107020.81
2874,134585.52
2875,118663.4
2876,157605.81
2877,150249.45
2878,186349.73
2879,135710.1
2880,83480.59
2881,144035.56
2882,165538.83
2883,201522.42
2884,214038.05
2885,213304.66
2886,222642.33
2887,107691.234
2888,141465.9
2889,42737.152
2890,82957.375
2891,129283.05
2892,31854.172
2893,78665.805
2894,60506.33
2895,303888.28
2896,280570.3
2897,209697.47
2898,150548.92
2899,203574.03
2900,163685.56
2901,211368.98
2902,194701.66
2903,335950.66
2904,362405.22
2905,86660.12
2906,197016.05
2907,119606.88
2908,125882.61
2909,144392.02
2910,77114.9
2911,80893.805
2912,165889.5
2913,68569.27
2914,70865.02
2915,89281.64
2916,67000.73
2917,174557.83
2918,120714.29
2919,219789.86
